### 2016-02-09 14:00:50.959422009 +0100 CET Data Acquisition

### [Ard], localTime(us), sincroTime(us), sensorTime(us), distance(mm), accX(g), accY(g), accZ(g), gyrX(º/s), gyrY(º/s), gyrZ(º/s) 

[Ard], 18471114, 0, 1650060028, 95, 0.771484, -0.564453, -0.314209, 1.320611, 1.610687, 0.305344
[Ard], 18537172, 0, 1650099548, 94, 0.765869, -0.567139, -0.318604, 1.328244, 1.854962, 0.511450
[Ard], 18539757, 0, 1650139068, 95, 0.768799, -0.568115, -0.320312, 1.496183, 1.740458, 0.381679
[Ard], 18587634, 0, 1650178588, 95, 0.767822, -0.571533, -0.317383, 1.282443, 1.748092, 0.465649
[Ard], 18620830, 0, 1650218108, 94, 0.765137, -0.570068, -0.317871, 1.061069, 1.633588, 0.343511
[A], 18656276,
[Ard], 18662496, 0, 1650257628, 95, 0.766113, -0.567383, -0.320312, 1.503817, 1.832061, 0.396947
[Ard], 18701255, 0, 1650297148, 94, 0.764648, -0.562988, -0.329346, 1.213740, 1.725191, 0.343511
[Ard], 18746871, 0, 1650336668, 95, 0.763184, -0.575195, -0.313477, 1.473282, 1.847328, 0.358779
[Ard], 18792284, 0, 1650376188, 94, 0.768311, -0.566650, -0.313721, 1.221374, 1.717557, 0.351145
[Ard], 18828346, 0, 1650415708, 94, 0.759766, -0.566406, -0.321289, 1.290076, 1.656489, 0.320611
[Ard], 18867872, 0, 1650455228, 95, 0.763672, -0.569092, -0.311768, 1.274809, 1.824427, 0.442748
[Ard], 18914592, 0, 1650494748, 94, 0.758789, -0.571533, -0.318604, 1.145038, 1.809160, 0.335878
[Ard], 18937666, 0, 1650534268, 95, 0.768555, -0.565918, -0.320068, 1.503817, 1.954198, 0.351145
[Ard], 18980580, 0, 1650573788, 94, 0.770752, -0.568359, -0.320801, 1.175573, 1.870229, 0.450382
[Ard], 19027699, 0, 1650613308, 94, 0.763428, -0.571289, -0.318848, 1.335878, 1.824427, 0.480916
[Ard], 19079491, 0, 1650652828, 95, 0.772217, -0.573242, -0.313232, 1.305344, 1.725191, 0.396947
[Ard], 19106389, 0, 1650692348, 94, 0.767090, -0.568115, -0.320312, 1.198473, 1.664122, 0.335878
[Ard], 19151347, 0, 1650731868, 95, 0.767578, -0.567139, -0.318359, 1.343511, 1.778626, 0.366412
[Ard], 19192764, 0, 1650771388, 94, 0.770508, -0.562500, -0.318604, 1.152672, 1.641221, 0.473282
[Ard], 19235533, 0, 1650810908, 94, 0.763916, -0.568115, -0.309570, 1.351145, 1.847328, 0.412214
[Ard], 19243585, 0, 1650850428, 95, 0.770508, -0.562988, -0.316162, 1.251908, 1.740458, 0.587786
[A], 19252317,
[Ard], 19289165, 0, 1650889948, 94, 0.768311, -0.567139, -0.321533, 1.259542, 1.786260, 0.465649
[Ard], 19335845, 0, 1650929468, 95, 0.773438, -0.565430, -0.318359, 1.381679, 1.687023, 0.358779
[Ard], 19398014, 0, 1650968988, 94, 0.767334, -0.567139, -0.318848, 1.236641, 1.954198, 0.404580
[Ard], 19414389, 0, 1651008508, 94, 0.770264, -0.567871, -0.319092, 1.106870, 1.801527, 0.557252
[Ard], 19456585, 0, 1651048028, 95, 0.762451, -0.569824, -0.314941, 1.358779, 1.755725, 0.396947
[Ard], 19570257, 0, 1651087548, 94, 0.769775, -0.571777, -0.310791, 1.259542, 1.755725, 0.404580
[Ard], 19572640, 0, 1651127068, 95, 0.766846, -0.568359, -0.317383, 1.167939, 1.832061, 0.442748
[Ard], 19580370, 0, 1651166588, 94, 0.762451, -0.573486, -0.315430, 1.358779, 1.564885, 0.396947
[Ard], 19624675, 0, 1651206108, 95, 0.767090, -0.561279, -0.320068, 1.236641, 1.748092, 0.587786
[Ard], 19668967, 0, 1651245628, 95, 0.761475, -0.567871, -0.314941, 1.106870, 1.648855, 0.519084
[Ard], 19677302, 0, 1651285148, 94, 0.765625, -0.562988, -0.313232, 1.236641, 1.809160, 0.389313
[Ard], 19775087, 0, 1651324668, 95, 0.765625, -0.568604, -0.320312, 1.358779, 1.854962, 0.396947
[Ard], 19777790, 0, 1651364188, 94, 0.763916, -0.563477, -0.313477, 1.022901, 1.938931, 0.206107
[Ard], 19833622, 0, 1651403708, 95, 0.762451, -0.572510, -0.318359, 1.572519, 1.793893, 0.480916
[Ard], 19866750, 0, 1651443228, 95, 0.766357, -0.570068, -0.317627, 0.893130, 1.541985, 0.320611
[Ard], 19896613, 0, 1651482748, 94, 0.763184, -0.568604, -0.318604, 1.725191, 2.030534, 0.709924
[Ard], 19968393, 0, 1651522268, 95, 0.759277, -0.567383, -0.316650, 0.793893, 1.633588, 0.282443
[Ard], 19980993, 0, 1651561788, 94, 0.774170, -0.565186, -0.322021, 1.229008, 1.679389, 0.496183
[Ard], 20026760, 0, 1651601308, 95, 0.764160, -0.571777, -0.314453, 1.412214, 1.862595, 0.519084
[Ard], 20195614, 0, 1651640828, 94, 0.766846, -0.572998, -0.314941, 0.847328, 1.480916, 0.427481
[Ard], 20198262, 0, 1651680348, 94, 0.770752, -0.568115, -0.320801, 1.755725, 1.885496, 0.404580
[Ard], 20201502, 0, 1651719868, 95, 0.770752, -0.572754, -0.317139, 0.946565, 1.511450, 0.343511
[Ard], 20204277, 0, 1651759388, 94, 0.767578, -0.568359, -0.314453, 1.396947, 1.862595, 0.610687
[Ard], 20208048, 0, 1651798908, 95, 0.768555, -0.570312, -0.313477, 1.137405, 1.709924, 0.519084
[Ard], 20240719, 0, 1651838428, 94, 0.768066, -0.563232, -0.315674, 1.267176, 1.725191, 0.404580
[Ard], 20297755, 0, 1651877948, 94, 0.766357, -0.565430, -0.323486, 1.465649, 1.854962, 0.374046
[Ard], 20331430, 0, 1651917468, 95, 0.765137, -0.565674, -0.304932, 1.129771, 1.641221, 0.236641
[Ard], 20370430, 0, 1651956988, 94, 0.767822, -0.568848, -0.318359, 1.496183, 1.824427, 0.549618
[Ard], 20410921, 0, 1651996508, 95, 0.768066, -0.571777, -0.324951, 1.137405, 1.786260, 0.465649
[Ard], 20450500, 0, 1652036028, 94, 0.767578, -0.565186, -0.316650, 1.190840, 1.633588, 0.496183
[Ard], 20495671, 0, 1652075548, 94, 0.765869, -0.568359, -0.324707, 1.458015, 1.809160, 0.480916
[Ard], 20536671, 0, 1652115068, 95, 0.760742, -0.563477, -0.318359, 1.045802, 1.763359, 0.435115
[Ard], 20578872, 0, 1652154588, 94, 0.767334, -0.569336, -0.317383, 1.328244, 1.862595, 0.503817
[Ard], 20590674, 0, 1652194108, 95, 0.766357, -0.568604, -0.322021, 1.015267, 1.572519, 0.473282
[Ard], 20646739, 0, 1652233628, 94, 0.765625, -0.569580, -0.315918, 1.541985, 1.732824, 0.519084
[Ard], 20667879, 0, 1652273148, 94, 0.767822, -0.567139, -0.312988, 1.343511, 1.687023, 0.473282
[Ard], 20716555, 0, 1652312668, 95, 0.762207, -0.567627, -0.317627, 0.977099, 1.625954, 0.404580
[Ard], 20763549, 0, 1652352188, 94, 0.765381, -0.564453, -0.308594, 1.442748, 1.740458, 0.503817
[Ard], 20811023, 0, 1652391708, 95, 0.770996, -0.566650, -0.313232, 1.129771, 1.671756, 0.259542
[Ard], 20845216, 0, 1652431228, 94, 0.766602, -0.565918, -0.319092, 1.137405, 1.824427, 0.450382
[Ard], 20895951, 0, 1652470748, 95, 0.767334, -0.575439, -0.322266, 1.259542, 1.832061, 0.396947
[Ard], 20929855, 0, 1652510268, 95, 0.760986, -0.572021, -0.322754, 1.358779, 1.511450, 0.419847
[Ard], 20946787, 0, 1652549788, 94, 0.769287, -0.565430, -0.314209, 1.244275, 1.916031, 0.496183
[Ard], 20994586, 0, 1652589308, 95, 0.765381, -0.571045, -0.314697, 1.374046, 1.557252, 0.541985
[Ard], 21040323, 0, 1652628828, 94, 0.768555, -0.571533, -0.310059, 1.152672, 1.778626, 0.358779
[Ard], 21069716, 0, 1652668348, 95, 0.765137, -0.568604, -0.315186, 1.129771, 1.572519, 0.511450
[Ard], 21113038, 0, 1652707868, 94, 0.769775, -0.569092, -0.308350, 1.137405, 1.671756, 0.381679
[Ard], 21157173, 0, 1652747388, 94, 0.764160, -0.568359, -0.315186, 1.274809, 1.793893, 0.389313
[Ard], 21217909, 0, 1652786908, 95, 0.768799, -0.569092, -0.322510, 1.244275, 1.908397, 0.557252
[Ard], 21278956, 0, 1652826428, 94, 0.765625, -0.566162, -0.316650, 1.236641, 1.618321, 0.473282
[Ard], 21299519, 0, 1652865948, 95, 0.769531, -0.576172, -0.316650, 1.091603, 1.679389, 0.511450
[Ard], 21327912, 0, 1652905468, 94, 0.759766, -0.567627, -0.306396, 1.175573, 1.793893, 0.435115
[Ard], 21344004, 0, 1652944988, 94, 0.766846, -0.565186, -0.312012, 1.396947, 1.679389, 0.404580
[Ard], 21388963, 0, 1652984508, 95, 0.767578, -0.570068, -0.313477, 1.114504, 1.832061, 0.267176
[Ard], 21438366, 0, 1653024028, 94, 0.771484, -0.568115, -0.314697, 1.320611, 1.732824, 0.465649
[Ard], 21470361, 0, 1653063548, 95, 0.760986, -0.573975, -0.312744, 1.137405, 1.702290, 0.343511
[Ard], 21517127, 0, 1653103068, 94, 0.768066, -0.571045, -0.320801, 1.366412, 1.801527, 0.419847
[Ard], 21577720, 0, 1653142588, 94, 0.766357, -0.566406, -0.320801, 1.236641, 1.687023, 0.458015
[Ard], 21599844, 0, 1653182108, 95, 0.769043, -0.569092, -0.317383, 1.175573, 1.717557, 0.473282
[C], 21617081,
[Ard], 21618894, 0, 1653221628, 94, 0.765381, -0.562500, -0.317139, 1.229008, 1.816794, 0.305344
[Ard], 21658658, 0, 1653261148, 95, 0.772461, -0.566406, -0.314697, 1.190840, 1.702290, 0.450382
[Ard], 21719968, 0, 1653300668, 94, 0.764160, -0.567627, -0.310791, 1.328244, 1.877863, 0.389313
[Ard], 21756594, 0, 1653340188, 94, 0.767090, -0.570801, -0.319092, 1.167939, 1.618321, 0.381679
[Ard], 21795988, 0, 1653379708, 95, 0.767334, -0.566162, -0.322510, 1.206107, 1.763359, 0.534351
[C], 21875973,
[Ard], 21833634, 0, 1653419228, 94, 0.759766, -0.566162, -0.315430, 1.343511, 1.908397, 0.419847
[Ard], 21943224, 0, 1653458748, 95, 0.766602, -0.571777, -0.315430, 1.076336, 1.801527, 0.381679
[Ard], 21956941, 0, 1653498268, 94, 0.765625, -0.566162, -0.315430, 1.320611, 1.709924, 0.358779
[Ard], 21981981, 0, 1653537788, 94, 0.768311, -0.565186, -0.312256, 1.312977, 1.679389, 0.389313
[Ard], 22019346, 0, 1653577308, 95, 0.770508, -0.564209, -0.315674, 1.312977, 1.694656, 0.366412
[Ard], 22059170, 0, 1653616828, 94, 0.766357, -0.566162, -0.317871, 1.068702, 1.832061, 0.351145
[Ard], 22064410, 0, 1653656348, 95, 0.768799, -0.568604, -0.320312, 1.335878, 1.748092, 0.458015
[Ard], 22117929, 0, 1653695868, 94, 0.767334, -0.572754, -0.308838, 1.236641, 1.801527, 0.442748
[Ard], 22159190, 0, 1653735388, 95, 0.760498, -0.565674, -0.313477, 1.244275, 1.648855, 0.320611
[Ard], 22200988, 0, 1653774908, 95, 0.764160, -0.571533, -0.314697, 1.190840, 1.832061, 0.412214
[Ard], 22212639, 0, 1653814428, 94, 0.768799, -0.569824, -0.318359, 1.267176, 1.740458, 0.351145
[Ard], 22258572, 0, 1653853948, 95, 0.772217, -0.570312, -0.321045, 1.099237, 1.709924, 0.374046
[Ard], 22292621, 0, 1653893468, 94, 0.765869, -0.567139, -0.322021, 1.290076, 1.786260, 0.526718
[D], 22311124,
[Ard], 22333042, 0, 1653932988, 95, 0.771973, -0.572998, -0.314453, 1.335878, 1.854962, 0.526718
[Ard], 22387557, 0, 1653972508, 94, 0.767578, -0.565918, -0.312500, 1.305344, 1.725191, 0.488550
[Ard], 22421596, 0, 1654012028, 94, 0.771973, -0.575195, -0.314209, 1.320611, 1.679389, 0.412214
[Ard], 22462072, 0, 1654051548, 95, 0.762451, -0.572754, -0.321045, 1.297710, 1.603053, 0.480916
[Ard], 22507738, 0, 1654091068, 94, 0.766846, -0.564453, -0.322266, 1.137405, 1.778626, 0.396947
[Ard], 22550913, 0, 1654130588, 95, 0.764648, -0.568359, -0.313965, 1.267176, 1.610687, 0.595420
[Ard], 22570022, 0, 1654170108, 94, 0.763184, -0.569824, -0.317627, 1.167939, 1.809160, 0.442748
[Ard], 22605500, 0, 1654209628, 94, 0.760498, -0.570557, -0.313232, 1.160305, 1.824427, 0.419847
[D], 22613660,
[Ard], 22677480, 0, 1654249148, 95, 0.773193, -0.568115, -0.322266, 1.328244, 1.694656, 0.458015
[Ard], 22694117, 0, 1654288668, 94, 0.767090, -0.568848, -0.317627, 1.427481, 1.824427, 0.511450
[Ard], 22733767, 0, 1654328188, 95, 0.769775, -0.565186, -0.319336, 1.183206, 1.793893, 0.381679
[Ard], 22781705, 0, 1654367708, 94, 0.764160, -0.568359, -0.313232, 1.473282, 1.816794, 0.259542
[Ard], 22822129, 0, 1654407228, 94, 0.770752, -0.562988, -0.313232, 1.175573, 1.610687, 0.419847
[Ard], 22862548, 0, 1654446748, 95, 0.768311, -0.563965, -0.313965, 1.366412, 1.702290, 0.557252
[Ard], 22907430, 0, 1654486268, 94, 0.761475, -0.564697, -0.318848, 1.374046, 1.717557, 0.458015
[Ard], 22937734, 0, 1654525788, 95, 0.771973, -0.572754, -0.317139, 1.312977, 1.977099, 0.580153
[Ard], 22964089, 0, 1654565308, 94, 0.768555, -0.569580, -0.317871, 0.824427, 1.564885, 0.465649
[Ard], 23011152, 0, 1654604828, 94, 0.765625, -0.565430, -0.312500, 1.564885, 1.664122, 0.534351
[Ard], 23050245, 0, 1654644348, 95, 0.771729, -0.568848, -0.319580, 1.358779, 1.893130, 0.480916
[Ard], 23123395, 0, 1654683868, 94, 0.768066, -0.567383, -0.317627, 0.992366, 1.511450, 0.511450
[Ard], 23148346, 0, 1654723388, 95, 0.764648, -0.566650, -0.315918, 1.488550, 1.778626, 0.625954
[Ard], 23183333, 0, 1654762908, 94, 0.761230, -0.571777, -0.314697, 1.129771, 1.694656, 0.335878
[Ard], 23236768, 0, 1654802428, 94, 0.767578, -0.563477, -0.321045, 0.954198, 1.534351, 0.641221
[Ard], 23261176, 0, 1654841948, 95, 0.770996, -0.564453, -0.321533, 1.480916, 1.832061, 0.312977
[Ard], 23301122, 0, 1654881468, 94, 0.769775, -0.573730, -0.320801, 1.030534, 1.862595, 0.580153
[Ard], 23336692, 0, 1654920988, 95, 0.762451, -0.568848, -0.317871, 1.458015, 1.709924, 0.488550
[Ard], 23407168, 0, 1654960508, 94, 0.774658, -0.571777, -0.314209, 1.259542, 1.610687, 0.519084
[Ard], 23425722, 0, 1655000028, 95, 0.763428, -0.562012, -0.322021, 0.877863, 1.580153, 0.473282
[Ard], 23459868, 0, 1655039548, 95, 0.764160, -0.576416, -0.316650, 2.145038, 2.091603, 0.763359
[Ard], 23503033, 0, 1655079068, 94, 0.770752, -0.565918, -0.321533, 0.419847, 1.427481, 0.442748
[Ard], 23514304, 0, 1655118588, 95, 0.772461, -0.567871, -0.326172, 1.725191, 1.748092, 0.465649
[Ard], 23577510, 0, 1655158108, 94, 0.765869, -0.579590, -0.311279, 1.076336, 1.648855, 0.480916
[Ard], 23599800, 0, 1655197628, 95, 0.753906, -0.566895, -0.326416, 0.778626, 1.641221, 0.358779
[Ard], 23647396, 0, 1655237148, 94, 0.764160, -0.565918, -0.321777, 1.496183, 1.824427, 0.351145
[Ard], 23688087, 0, 1655276668, 94, 0.763916, -0.562500, -0.320068, 0.404580, 1.839695, 0.343511
[Ard], 23845392, 0, 1655316188, 95, 0.766846, -0.566650, -0.316406, 1.473282, 1.816794, 0.534351
[Ard], 23848021, 0, 1655355708, 94, 0.761475, -0.574951, -0.323730, 1.114504, 1.435115, 0.389313
[Ard], 23850389, 0, 1655395228, 95, 0.764404, -0.566650, -0.321533, 1.763359, 1.709924, 0.564885
[Ard], 23860257, 0, 1655434748, 94, 0.764893, -0.572266, -0.321777, 1.053435, 1.511450, 0.312977
[Ard], 23870638, 0, 1655474268, 94, 0.760986, -0.561035, -0.311768, 1.549618, 1.717557, 0.587786
[Ard], 23912339, 0, 1655513788, 95, 0.765381, -0.567627, -0.317871, 1.458015, 1.679389, 0.419847
[Ard], 23959345, 0, 1655553308, 94, 0.762451, -0.566162, -0.322266, 1.175573, 1.755725, 0.435115
[Ard], 23998507, 0, 1655592828, 95, 0.773438, -0.572510, -0.317627, 1.564885, 1.793893, 0.572519
[Ard], 24051272, 0, 1655632348, 94, 0.772705, -0.563721, -0.314209, 0.832061, 1.564885, 0.633588
[Ard], 24094852, 0, 1655671868, 94, 0.759521, -0.570801, -0.317139, 1.679389, 2.007634, 0.694656
[Ard], 24149375, 0, 1655711388, 95, 0.759277, -0.568848, -0.316162, 1.007634, 1.687023, 0.488550
[Ard], 24152047, 0, 1655750908, 94, 0.765869, -0.572510, -0.326904, 1.259542, 1.687023, 0.404580
[Ard], 24197917, 0, 1655790428, 95, 0.761230, -0.569580, -0.318604, 1.129771, 1.839695, 0.190840
[Ard], 24257277, 0, 1655829948, 94, 0.768066, -0.566895, -0.319336, 0.801527, 2.190840, 0.389313
[Ard], 24303430, 0, 1655869468, 94, 0.769043, -0.568604, -0.310303, 1.167939, 1.473282, 0.450382
[Ard], 24337321, 0, 1655908988, 95, 0.763916, -0.569580, -0.317627, 1.755725, 1.854962, 0.221374
[Ard], 24389253, 0, 1655948508, 94, 0.760498, -0.570068, -0.320312, 1.183206, 1.587786, 0.610687
[Ard], 24405895, 0, 1655988028, 95, 0.761963, -0.568359, -0.315918, 1.167939, 1.648855, 0.427481
[Ard], 24446607, 0, 1656027548, 94, 0.768799, -0.574463, -0.317383, 0.946565, 1.748092, 0.312977
[Ard], 24481433, 0, 1656067068, 94, 0.761719, -0.565918, -0.318604, 1.625954, 1.854962, 0.534351
[Ard], 24529977, 0, 1656106588, 95, 0.764893, -0.568604, -0.328369, 1.206107, 1.511450, 0.587786
[Ard], 24536696, 0, 1656146108, 94, 0.756836, -0.570557, -0.327393, 1.412214, 1.671756, 0.320611
[Ard], 24586944, 0, 1656185628, 95, 0.762939, -0.565674, -0.320801, 1.022901, 1.740458, 0.473282
[Ard], 24623975, 0, 1656225148, 94, 0.765625, -0.566162, -0.324707, 1.061069, 1.595420, 0.381679
[Ard], 24660403, 0, 1656264668, 95, 0.767578, -0.565674, -0.307129, 1.206107, 1.732824, 0.381679
[Ard], 24699974, 0, 1656304188, 95, 0.768311, -0.566895, -0.312744, 1.007634, 1.656489, 0.473282
[Ard], 24746710, 0, 1656343708, 94, 0.763916, -0.564697, -0.323242, 1.381679, 1.740458, 0.381679
[Ard], 24810981, 0, 1656383228, 95, 0.765625, -0.573486, -0.321777, 1.251908, 1.809160, 0.412214
[Ard], 24832433, 0, 1656422748, 94, 0.767334, -0.562500, -0.312012, 1.099237, 1.801527, 0.412214
[Ard], 24877736, 0, 1656462268, 95, 0.762695, -0.569336, -0.316406, 1.404580, 1.816794, 0.480916
[Ard], 24919231, 0, 1656501788, 95, 0.763184, -0.570557, -0.314697, 1.137405, 1.618321, 0.519084
[Ard], 24958222, 0, 1656541308, 94, 0.765869, -0.568604, -0.324463, 1.160305, 1.717557, 0.442748
[Ard], 24996160, 0, 1656580828, 95, 0.764160, -0.572998, -0.308350, 1.206107, 1.801527, 0.412214
[Ard], 25037239, 0, 1656620348, 94, 0.766113, -0.573730, -0.309326, 1.175573, 1.694656, 0.366412
[Ard], 25082391, 0, 1656659868, 95, 0.767090, -0.564453, -0.319092, 1.442748, 1.824427, 0.534351
[Ard], 25126921, 0, 1656699388, 94, 0.770752, -0.572998, -0.322510, 1.053435, 1.572519, 0.419847
[Ard], 25138526, 0, 1656738908, 94, 0.763428, -0.567871, -0.318604, 1.450382, 1.603053, 0.488550
