### 2016-02-09 14:00:50.959422009 +0100 CET Data Acquisition

### [Ard], localTime(us), sincroTime(us), sensorTime(us), distance(mm), accX(g), accY(g), accZ(g), gyrX(º/s), gyrY(º/s), gyrZ(º/s) 

[Ard], 9073350, 0, 1640654268, 94, 0.769287, -0.569092, -0.313232, 1.145038, 1.916031, 0.335878
[Ard], 9112802, 0, 1640693788, 94, 0.771240, -0.570312, -0.322021, 1.427481, 1.656489, 0.519084
[Ard], 9174112, 0, 1640733308, 95, 0.767334, -0.563965, -0.314941, 1.061069, 1.534351, 0.458015
[Ard], 9177702, 0, 1640772828, 94, 0.771240, -0.568359, -0.323486, 1.229008, 1.587786, 0.480916
[Ard], 9223055, 0, 1640812348, 95, 0.767578, -0.571289, -0.321045, 1.557252, 1.931298, 0.519084
[Ard], 9268340, 0, 1640851868, 94, 0.764404, -0.569092, -0.319336, 0.709924, 1.511450, 0.374046
[Ard], 9328177, 0, 1640891388, 94, 0.765869, -0.562988, -0.318115, 1.603053, 1.778626, 0.534351
[Ard], 9354881, 0, 1640930908, 95, 0.768799, -0.572998, -0.315918, 1.473282, 2.038168, 0.694656
[Ard], 9404558, 0, 1640970428, 94, 0.760498, -0.569092, -0.318115, 1.129771, 1.755725, 0.328244
[Ard], 9407147, 0, 1641009948, 95, 0.770264, -0.565186, -0.320557, 1.335878, 1.877863, 0.587786
[Ard], 9458534, 0, 1641049468, 94, 0.769775, -0.567871, -0.321289, 1.358779, 1.832061, 0.496183
[Ard], 9490506, 0, 1641088988, 95, 0.762939, -0.573975, -0.309082, 1.503817, 1.854962, 0.488550
[Ard], 9707645, 0, 1641128508, 95, 0.764160, -0.567871, -0.317383, 1.053435, 1.832061, 0.396947
[Ard], 9710672, 0, 1641168028, 94, 0.763916, -0.572754, -0.319336, 1.603053, 1.748092, 0.641221
[Ard], 9713405, 0, 1641207548, 95, 0.766113, -0.566162, -0.323242, 1.465649, 1.816794, 0.503817
[Ard], 9717773, 0, 1641247068, 94, 0.765869, -0.564697, -0.318115, 1.129771, 1.740458, 0.251908
[Ard], 9720199, 0, 1641286588, 95, 0.764160, -0.567627, -0.324219, 1.480916, 1.778626, 0.343511
[Ard], 9751289, 0, 1641326108, 95, 0.768555, -0.570557, -0.330811, 0.854962, 1.679389, 0.404580
[Ard], 9767865, 0, 1641365628, 94, 0.771973, -0.570801, -0.325684, 1.206107, 1.809160, 0.419847
[Ard], 9805876, 0, 1641405148, 95, 0.766113, -0.568359, -0.318359, 0.801527, 1.961832, 0.198473
[Ard], 9847793, 0, 1641444668, 94, 0.774170, -0.569336, -0.323975, 1.152672, 1.625954, 0.305344
[Ard], 9888620, 0, 1641484188, 95, 0.767090, -0.569336, -0.317383, 1.381679, 1.900763, 0.343511
[Ard], 9935108, 0, 1641523708, 94, 0.766113, -0.570801, -0.318359, 0.916031, 1.725191, 0.442748
[Ard], 10037643, 0, 1641563228, 94, 0.764893, -0.566895, -0.313721, 1.297710, 1.648855, 0.419847
[Ard], 10074762, 0, 1641602748, 95, 0.765869, -0.569580, -0.323242, 1.244275, 1.687023, 0.541985
[Ard], 10097567, 0, 1641642268, 94, 0.765625, -0.572754, -0.322998, 1.213740, 1.671756, 0.297710
[Ard], 10119078, 0, 1641681788, 95, 0.764404, -0.566406, -0.318115, 1.305344, 1.809160, 0.465649
[Ard], 10156625, 0, 1641721308, 94, 0.767090, -0.566162, -0.310547, 1.045802, 1.801527, 0.374046
[Ard], 10168814, 0, 1641760828, 94, 0.760254, -0.573242, -0.322510, 1.290076, 1.801527, 0.458015
[Ard], 10211476, 0, 1641800348, 95, 0.769287, -0.572510, -0.320557, 1.145038, 1.801527, 0.412214
[Ard], 10250682, 0, 1641839868, 94, 0.762695, -0.566650, -0.315186, 1.068702, 1.671756, 0.381679
[Ard], 10306553, 0, 1641879388, 95, 0.768311, -0.568115, -0.315918, 1.282443, 1.694656, 0.511450
[Ard], 10339251, 0, 1641918908, 94, 0.767334, -0.571533, -0.318604, 1.259542, 1.595420, 0.419847
[Ard], 10391747, 0, 1641958428, 94, 0.767822, -0.565186, -0.322510, 1.267176, 1.870229, 0.290076
[Ard], 10419914, 0, 1641997948, 95, 0.767822, -0.571045, -0.320068, 1.167939, 1.809160, 0.473282
[Ard], 10437690, 0, 1642037468, 94, 0.767090, -0.573486, -0.315430, 1.099237, 1.618321, 0.541985
[Ard], 10586872, 0, 1642076988, 95, 0.759766, -0.573242, -0.324463, 1.236641, 1.679389, 0.381679
[Ard], 10592683, 0, 1642116508, 94, 0.764648, -0.565918, -0.313721, 1.404580, 1.809160, 0.312977
[Ard], 10594967, 0, 1642156028, 94, 0.765869, -0.565674, -0.316162, 1.366412, 1.778626, 0.381679
[Ard], 10599158, 0, 1642195548, 95, 0.772705, -0.567139, -0.315186, 1.206107, 1.938931, 0.251908
[Ard], 10657511, 0, 1642235068, 90, 0.768555, -0.566895, -0.319092, 1.137405, 1.732824, 0.488550
[Ard], 10683363, 0, 1642274588, 95, 0.766357, -0.571289, -0.320312, 1.320611, 1.916031, 0.435115
[Ard], 10814037, 0, 1642314108, 94, 0.766113, -0.567627, -0.324463, 1.213740, 1.923664, 0.458015
[Ard], 10894755, 0, 1642353628, 95, 0.765869, -0.566406, -0.322998, 1.236641, 1.778626, 0.381679
[Ard], 10926952, 0, 1642393148, 95, 0.774658, -0.567871, -0.312500, 1.374046, 1.748092, 0.412214
[Ard], 10942165, 0, 1642432668, 94, 0.766602, -0.571045, -0.314941, 1.236641, 1.816794, 0.473282
[Ard], 10944696, 0, 1642472188, 95, 0.766113, -0.567627, -0.322998, 1.091603, 1.908397, 0.351145
[Ard], 10970856, 0, 1642511708, 94, 0.769531, -0.567383, -0.321777, 1.282443, 1.748092, 0.442748
[Ard], 11006446, 0, 1642551228, 95, 0.769775, -0.565918, -0.316650, 1.229008, 1.885496, 0.366412
[Ard], 11022703, 0, 1642590748, 94, 0.763916, -0.562500, -0.319092, 1.267176, 1.656489, 0.404580
[Ard], 11037603, 0, 1642630268, 94, 0.768311, -0.565186, -0.315674, 1.183206, 1.580153, 0.419847
[Ard], 11083933, 0, 1642669788, 95, 0.768311, -0.570801, -0.322021, 1.259542, 1.664122, 0.458015
[Ard], 11119774, 0, 1642709308, 94, 0.764893, -0.570068, -0.312256, 1.351145, 1.717557, 0.496183
[Ard], 11167456, 0, 1642748828, 95, 0.763428, -0.568359, -0.319336, 1.114504, 1.938931, 0.366412
[Ard], 11217872, 0, 1642788348, 94, 0.770264, -0.572754, -0.314453, 1.458015, 1.854962, 0.511450
[Ard], 11250822, 0, 1642827868, 94, 0.765381, -0.567139, -0.324219, 1.335878, 1.786260, 0.503817
[Ard], 11292361, 0, 1642867388, 95, 0.769043, -0.566406, -0.321289, 1.183206, 1.763359, 0.480916
[Ard], 11306680, 0, 1642906908, 94, 0.770020, -0.568359, -0.311279, 1.320611, 1.740458, 0.404580
[Ard], 11359759, 0, 1642946428, 95, 0.764160, -0.568848, -0.313965, 1.206107, 1.923664, 0.549618
[Ard], 11390422, 0, 1642985948, 94, 0.762939, -0.572510, -0.321777, 1.396947, 1.709924, 0.374046
[Ard], 11439874, 0, 1643025468, 94, 0.767334, -0.568604, -0.310303, 1.206107, 1.847328, 0.259542
[Ard], 11481726, 0, 1643064988, 95, 0.766846, -0.567139, -0.309570, 1.251908, 1.748092, 0.335878
[Ard], 11538471, 0, 1643104508, 94, 0.765137, -0.564453, -0.319336, 1.427481, 1.809160, 0.427481
[Ard], 11606649, 0, 1643144028, 95, 0.763428, -0.563232, -0.316895, 0.931298, 1.763359, 0.396947
[Ard], 11609849, 0, 1643183548, 94, 0.767822, -0.571289, -0.321289, 1.396947, 1.770992, 0.335878
[Ard], 11668442, 0, 1643223068, 94, 0.767090, -0.568604, -0.313477, 1.335878, 1.679389, 0.473282
[Ard], 11693148, 0, 1643262588, 95, 0.770996, -0.568604, -0.318848, 1.244275, 1.580153, 0.320611
[Ard], 11709863, 0, 1643302108, 94, 0.766602, -0.570068, -0.315918, 1.412214, 1.725191, 0.465649
[Ard], 11748108, 0, 1643341628, 95, 0.770020, -0.564453, -0.319336, 1.099237, 1.709924, 0.442748
[Ard], 11805810, 0, 1643381148, 94, 0.764648, -0.567871, -0.313721, 1.496183, 1.847328, 0.656489
[Ard], 11842049, 0, 1643420668, 94, 0.765137, -0.566406, -0.317139, 1.221374, 1.763359, 0.610687
[Ard], 11878161, 0, 1643460188, 95, 0.767822, -0.562744, -0.324707, 1.282443, 1.763359, 0.320611
[Ard], 11932630, 0, 1643499708, 94, 0.770996, -0.566650, -0.317871, 1.190840, 1.725191, 0.358779
[Ard], 11936684, 0, 1643539228, 95, 0.763916, -0.571777, -0.313721, 1.129771, 1.610687, 0.450382
[Ard], 11987540, 0, 1643578748, 94, 0.767578, -0.571533, -0.312256, 1.167939, 1.641221, 0.351145
[Ard], 12047984, 0, 1643618268, 95, 0.763428, -0.567627, -0.320068, 1.236641, 1.717557, 0.305344
[Ard], 12070225, 0, 1643657788, 95, 0.768066, -0.564453, -0.317383, 1.221374, 1.786260, 0.526718
[Ard], 12117934, 0, 1643697308, 94, 0.771240, -0.562744, -0.325195, 1.198473, 1.702290, 0.435115
[Ard], 12157315, 0, 1643736828, 95, 0.770020, -0.575439, -0.318115, 1.114504, 1.801527, 0.328244
[Ard], 12191232, 0, 1643776348, 94, 0.765381, -0.568848, -0.319824, 1.190840, 1.679389, 0.343511
[Ard], 12246952, 0, 1643815868, 95, 0.768555, -0.568115, -0.320801, 1.297710, 1.839695, 0.320611
[Ard], 12280136, 0, 1643855388, 94, 0.768311, -0.569092, -0.331543, 1.160305, 1.679389, 0.381679
[Ard], 12323601, 0, 1643894908, 94, 0.766113, -0.570557, -0.318848, 1.335878, 1.732824, 0.496183
[Ard], 12363912, 0, 1643934428, 95, 0.766602, -0.567627, -0.315674, 1.175573, 1.648855, 0.427481
[Ard], 12366868, 0, 1643973948, 94, 0.767578, -0.565918, -0.316895, 1.351145, 1.809160, 0.587786
[C], 12392377,
[Ard], 12415963, 0, 1644013468, 95, 0.767334, -0.571777, -0.323486, 1.045802, 1.809160, 0.374046
[Ard], 12458492, 0, 1644052988, 94, 0.762695, -0.566895, -0.320312, 1.198473, 1.732824, 0.450382
[Ard], 12507020, 0, 1644092508, 94, 0.761475, -0.570801, -0.315918, 1.297710, 1.648855, 0.320611
[Ard], 12542592, 0, 1644132028, 95, 0.770020, -0.567139, -0.320801, 1.404580, 1.687023, 0.412214
[Ard], 12597957, 0, 1644171548, 94, 0.766113, -0.569336, -0.320068, 1.343511, 1.656489, 0.480916
[Ard], 12623365, 0, 1644211068, 95, 0.765625, -0.569336, -0.324219, 1.267176, 1.610687, 0.503817
[Ard], 12661814, 0, 1644250588, 94, 0.768066, -0.572754, -0.324463, 1.221374, 1.580153, 0.480916
[Ard], 12710816, 0, 1644290108, 94, 0.770508, -0.561523, -0.310303, 1.351145, 1.786260, 0.473282
[Ard], 12757726, 0, 1644329628, 95, 0.766846, -0.571289, -0.309814, 1.038168, 1.694656, 0.381679
[Ard], 12804651, 0, 1644369148, 94, 0.760986, -0.566895, -0.308350, 1.213740, 1.900763, 0.458015
[Ard], 12827081, 0, 1644408668, 95, 0.766357, -0.572510, -0.320557, 1.175573, 1.687023, 0.328244
[Ard], 12845054, 0, 1644448188, 94, 0.768066, -0.568115, -0.319824, 1.229008, 1.786260, 0.488550
[Ard], 12892165, 0, 1644487708, 94, 0.774170, -0.570312, -0.314453, 1.290076, 1.870229, 0.351145
[Ard], 12931208, 0, 1644527228, 95, 0.766113, -0.570068, -0.312500, 1.419847, 1.664122, 0.480916
[Ard], 12988050, 0, 1644566748, 94, 0.767090, -0.563965, -0.311279, 1.213740, 1.793893, 0.389313
[Ard], 13143444, 0, 1644606268, 95, 0.768555, -0.569092, -0.320312, 1.175573, 1.763359, 0.526718
[Ard], 13146811, 0, 1644645788, 94, 0.761475, -0.575684, -0.325928, 1.221374, 1.801527, 0.381679
[Ard], 13149571, 0, 1644685308, 94, 0.766846, -0.565186, -0.325928, 1.190840, 1.740458, 0.519084
[Ard], 13153772, 0, 1644724828, 95, 0.764648, -0.573975, -0.321533, 1.458015, 1.862595, 0.458015
[Ard], 13159444, 0, 1644764348, 94, 0.767822, -0.572021, -0.325195, 1.190840, 1.816794, 0.244275
[Ard], 13227438, 0, 1644803868, 95, 0.771484, -0.570312, -0.313477, 1.206107, 1.564885, 0.396947
[Ard], 13250027, 0, 1644843388, 94, 0.770508, -0.570068, -0.323486, 1.259542, 1.671756, 0.450382
[Ard], 13291680, 0, 1644882908, 95, 0.762451, -0.568115, -0.311768, 1.190840, 1.641221, 0.396947
[Ard], 13336916, 0, 1644922428, 95, 0.763672, -0.568115, -0.321289, 1.206107, 1.687023, 0.366412
[Ard], 13381700, 0, 1644961948, 94, 0.764404, -0.570557, -0.315430, 1.206107, 1.786260, 0.480916
[Ard], 13416724, 0, 1645001468, 95, 0.769531, -0.572998, -0.319824, 1.152672, 1.656489, 0.442748
[Ard], 13459340, 0, 1645040988, 94, 0.758789, -0.566895, -0.317139, 1.221374, 1.763359, 0.435115
[Ard], 13510447, 0, 1645080508, 95, 0.765381, -0.568359, -0.308105, 1.122137, 1.816794, 0.603053
[Ard], 13541890, 0, 1645120028, 94, 0.761963, -0.567627, -0.309814, 1.404580, 1.740458, 0.412214
[D], 13566502,
[Ard], 13570264, 0, 1645159548, 94, 0.767090, -0.569824, -0.311768, 1.015267, 1.748092, 0.412214
[Ard], 13602070, 0, 1645199068, 95, 0.765381, -0.572998, -0.319336, 1.175573, 1.801527, 0.282443
[Ard], 13639688, 0, 1645238588, 94, 0.760010, -0.563477, -0.322021, 1.122137, 1.908397, 0.412214
[Ard], 13689607, 0, 1645278108, 95, 0.767578, -0.564697, -0.318604, 1.129771, 1.679389, 0.335878
[Ard], 13737070, 0, 1645317628, 94, 0.773193, -0.571045, -0.321533, 1.244275, 1.801527, 0.374046
[Ard], 13784417, 0, 1645357148, 94, 0.768311, -0.571777, -0.317871, 1.335878, 1.541985, 0.450382
[Ard], 13819523, 0, 1645396668, 95, 0.765625, -0.573486, -0.326172, 1.251908, 1.763359, 0.480916
[Ard], 13832486, 0, 1645436188, 94, 0.761963, -0.569092, -0.324219, 1.221374, 1.740458, 0.435115
[Ard], 13878119, 0, 1645475708, 95, 0.768799, -0.570801, -0.313721, 1.374046, 1.916031, 0.473282
[Ard], 13926755, 0, 1645515228, 94, 0.768311, -0.565430, -0.323730, 1.297710, 1.572519, 0.618321
[Ard], 13966743, 0, 1645554748, 94, 0.770508, -0.569824, -0.317871, 1.175573, 1.809160, 0.312977
[Ard], 14002115, 0, 1645594268, 95, 0.770020, -0.571533, -0.315674, 1.229008, 1.870229, 0.465649
[Ard], 14042717, 0, 1645633788, 94, 0.768311, -0.565430, -0.311279, 1.381679, 1.717557, 0.442748
[Ard], 14083784, 0, 1645673308, 95, 0.764648, -0.570068, -0.314941, 1.274809, 1.702290, 0.480916
[Ard], 14123165, 0, 1645712828, 94, 0.765869, -0.570801, -0.319580, 1.358779, 1.725191, 0.458015
[Ard], 14169985, 0, 1645752348, 94, 0.768311, -0.570557, -0.315918, 1.007634, 1.656489, 0.374046
[Ard], 14216251, 0, 1645791868, 95, 0.768311, -0.572510, -0.323486, 1.114504, 1.854962, 0.251908
[Ard], 14262160, 0, 1645831388, 94, 0.761230, -0.573975, -0.318115, 1.358779, 1.717557, 0.549618
[Ard], 14310441, 0, 1645870908, 95, 0.766602, -0.565918, -0.322021, 1.229008, 1.877863, 0.427481
[Ard], 14339225, 0, 1645910428, 94, 0.760254, -0.569580, -0.316895, 1.083969, 1.732824, 0.190840
[Ard], 14356104, 0, 1645949948, 94, 0.765381, -0.568604, -0.321045, 1.175573, 1.755725, 0.511450
[Ard], 14398862, 0, 1645989468, 95, 0.769287, -0.572266, -0.313232, 1.259542, 1.709924, 0.305344
[Ard], 14438443, 0, 1646028988, 94, 0.766113, -0.574219, -0.317139, 1.282443, 1.732824, 0.549618
[Ard], 14476055, 0, 1646068508, 95, 0.767090, -0.566895, -0.315918, 1.259542, 1.641221, 0.351145
[D], 14496640,
[Ard], 14528203, 0, 1646108028, 94, 0.766602, -0.562744, -0.321045, 1.374046, 1.977099, 0.618321
[Ard], 14556421, 0, 1646147548, 95, 0.763184, -0.565430, -0.312012, 1.045802, 1.679389, 0.526718
[Ard], 14603183, 0, 1646187068, 95, 0.765869, -0.572754, -0.328369, 1.274809, 1.648855, 0.435115
[Ard], 14644326, 0, 1646226588, 94, 0.763184, -0.568604, -0.322998, 1.213740, 1.687023, 0.374046
[Ard], 14693187, 0, 1646266108, 95, 0.766846, -0.569580, -0.319092, 1.045802, 1.679389, 0.465649
[Ard], 14738616, 0, 1646305628, 94, 0.765625, -0.570801, -0.321045, 1.244275, 1.717557, 0.320611
[Ard], 14747129, 0, 1646345148, 95, 0.764160, -0.564453, -0.325928, 0.992366, 1.687023, 0.396947
[Ard], 14785192, 0, 1646384668, 95, 0.761963, -0.570312, -0.316162, 1.351145, 1.832061, 0.557252
[D], 14817573,
[Ard], 14847290, 0, 1646424188, 94, 0.772461, -0.564453, -0.320801, 1.343511, 1.725191, 0.511450
[Ard], 14875373, 0, 1646463708, 95, 0.768066, -0.568359, -0.318604, 1.374046, 1.709924, 0.442748
[Ard], 14920910, 0, 1646503228, 94, 0.762207, -0.572510, -0.326172, 1.412214, 1.603053, 0.412214
[Ard], 14953476, 0, 1646542748, 95, 0.766846, -0.571289, -0.309570, 1.099237, 1.778626, 0.412214
[Ard], 15003210, 0, 1646582268, 94, 0.768066, -0.561768, -0.312744, 1.343511, 1.725191, 0.374046
[Ard], 15074897, 0, 1646621788, 94, 0.764648, -0.569824, -0.310059, 1.366412, 1.786260, 0.473282
[Ard], 15112832, 0, 1646661308, 95, 0.767822, -0.572021, -0.321533, 1.259542, 1.625954, 0.427481
[Ard], 15199100, 0, 1646700828, 94, 0.764893, -0.560547, -0.322266, 1.259542, 1.732824, 0.435115
[Ard], 15239705, 0, 1646740348, 95, 0.766113, -0.565918, -0.314941, 1.152672, 1.687023, 0.534351
[Ard], 15276883, 0, 1646779868, 94, 0.763428, -0.568848, -0.310791, 1.442748, 1.900763, 0.427481
[Ard], 15279711, 0, 1646819388, 94, 0.766846, -0.579834, -0.317871, 1.000000, 1.549618, 0.465649
[Ard], 15297111, 0, 1646858908, 95, 0.764893, -0.570801, -0.321533, 1.251908, 1.732824, 0.305344
[Ard], 15317353, 0, 1646898428, 94, 0.765869, -0.571533, -0.317871, 1.343511, 1.625954, 0.595420
[Ard], 15340121, 0, 1646937948, 95, 0.761719, -0.575195, -0.310303, 1.183206, 1.671756, 0.450382
[Ard], 15378296, 0, 1646977468, 94, 0.765381, -0.566650, -0.317139, 1.213740, 1.961832, 0.465649
[Ard], 15428949, 0, 1647016988, 94, 0.758789, -0.568604, -0.313232, 1.297710, 1.648855, 0.458015
[D], 15454518,
[Ard], 15465288, 0, 1647056508, 95, 0.765381, -0.564697, -0.325684, 1.206107, 1.580153, 0.595420
[Ard], 15517745, 0, 1647096028, 94, 0.762451, -0.572754, -0.313232, 1.473282, 1.679389, 0.381679
[Ard], 15556239, 0, 1647135548, 95, 0.763184, -0.567627, -0.313965, 1.152672, 1.610687, 0.458015
[Ard], 15587103, 0, 1647175068, 94, 0.767090, -0.564941, -0.319580, 1.251908, 1.816794, 0.465649
[Ard], 15629991, 0, 1647214588, 94, 0.760498, -0.566406, -0.316162, 1.167939, 1.641221, 0.442748
[Ard], 15671825, 0, 1647254108, 95, 0.770264, -0.571777, -0.314941, 1.236641, 1.702290, 0.404580
[Ard], 15712298, 0, 1647293628, 94, 0.760986, -0.574463, -0.315430, 1.091603, 1.992366, 0.511450
[Ard], 15748967, 0, 1647333148, 95, 0.762695, -0.569824, -0.314941, 1.183206, 1.816794, 0.442748
[Ard], 15800153, 0, 1647372668, 94, 0.770264, -0.569092, -0.316895, 1.381679, 1.717557, 0.343511
[Ard], 15833175, 0, 1647412188, 95, 0.764893, -0.572510, -0.322510, 1.427481, 1.664122, 0.374046
[Ard], 15875762, 0, 1647451708, 95, 0.771973, -0.569824, -0.324463, 1.244275, 1.610687, 0.267176
[Ard], 15917778, 0, 1647491228, 94, 0.769287, -0.569824, -0.316895, 1.229008, 1.770992, 0.564885
[Ard], 16013147, 0, 1647530748, 95, 0.761963, -0.568848, -0.312256, 1.328244, 1.801527, 0.534351
[Ard], 16015470, 0, 1647570268, 94, 0.760986, -0.568359, -0.315918, 1.290076, 1.793893, 0.404580
[Ard], 16053548, 0, 1647609788, 95, 0.767578, -0.563477, -0.315918, 1.045802, 1.618321, 0.458015
[Ard], 16057555, 0, 1647649308, 94, 0.765381, -0.565430, -0.319092, 1.503817, 1.679389, 0.496183
[Ard], 16099151, 0, 1647688828, 94, 0.766846, -0.572510, -0.316162, 1.091603, 1.625954, 0.465649
[Ard], 16162331, 0, 1647728348, 95, 0.765137, -0.567871, -0.315674, 1.099237, 1.839695, 0.396947
[Ard], 16192392, 0, 1647767868, 94, 0.771973, -0.568604, -0.320312, 1.541985, 1.778626, 0.374046
[Ard], 16232006, 0, 1647807388, 95, 0.773682, -0.566162, -0.315674, 1.198473, 1.740458, 0.465649
[Ard], 16271389, 0, 1647846908, 94, 0.768555, -0.573975, -0.312256, 1.175573, 1.694656, 0.465649
[Ard], 16311924, 0, 1647886428, 94, 0.768799, -0.564209, -0.317383, 1.267176, 1.557252, 0.351145
[Ard], 16361390, 0, 1647925948, 95, 0.764893, -0.565674, -0.316895, 1.206107, 1.656489, 0.381679
[Ard], 16439246, 0, 1647965468, 94, 0.762451, -0.570068, -0.321777, 1.244275, 1.694656, 0.519084
[Ard], 16480229, 0, 1648004988, 95, 0.766846, -0.564697, -0.323730, 1.343511, 1.824427, 0.358779
[Ard], 16482899, 0, 1648044508, 94, 0.768799, -0.570801, -0.314697, 1.244275, 1.687023, 0.351145
[Ard], 16507564, 0, 1648084028, 94, 0.767578, -0.566895, -0.315186, 1.167939, 1.671756, 0.496183
[Ard], 16547024, 0, 1648123548, 95, 0.763672, -0.566650, -0.325195, 1.396947, 1.671756, 0.389313
[Ard], 16593338, 0, 1648163068, 94, 0.759521, -0.569580, -0.322021, 1.198473, 1.786260, 0.274809
[Ard], 16596244, 0, 1648202588, 95, 0.769775, -0.567139, -0.321777, 1.320611, 1.763359, 0.396947
[Ard], 16637969, 0, 1648242108, 94, 0.769043, -0.570557, -0.320312, 1.091603, 1.671756, 0.526718
[Ard], 16687472, 0, 1648281628, 94, 0.768311, -0.569336, -0.319092, 1.290076, 1.717557, 0.312977
[Ard], 16728882, 0, 1648321148, 95, 0.761475, -0.567139, -0.320557, 1.236641, 1.664122, 0.374046
[Ard], 16771232, 0, 1648360668, 94, 0.768066, -0.574463, -0.318604, 1.152672, 1.671756, 0.519084
[Ard], 16817471, 0, 1648400188, 95, 0.773438, -0.564941, -0.321045, 1.206107, 1.679389, 0.442748
[D], 16820614,
[Ard], 16852958, 0, 1648439708, 94, 0.763916, -0.565186, -0.318848, 1.312977, 1.908397, 0.503817
[Ard], 16900429, 0, 1648479228, 94, 0.766357, -0.573975, -0.317383, 1.076336, 1.694656, 0.450382
[Ard], 16936546, 0, 1648518748, 95, 0.760742, -0.560791, -0.313965, 1.267176, 1.870229, 0.358779
[Ard], 16983371, 0, 1648558268, 94, 0.768311, -0.570801, -0.323242, 1.236641, 1.664122, 0.458015
[Ard], 16997106, 0, 1648597788, 95, 0.768066, -0.570312, -0.322266, 1.290076, 1.671756, 0.404580
[Ard], 17037078, 0, 1648637308, 94, 0.765381, -0.568604, -0.316650, 1.282443, 1.702290, 0.519084
[Ard], 17085023, 0, 1648676828, 95, 0.764160, -0.574463, -0.319092, 1.381679, 1.908397, 0.473282
[Ard], 17124427, 0, 1648716348, 95, 0.766846, -0.564941, -0.319092, 1.175573, 1.687023, 0.496183
[Ard], 17163531, 0, 1648755868, 94, 0.766357, -0.574707, -0.314209, 1.274809, 1.648855, 0.488550
[Ard], 17213081, 0, 1648795388, 95, 0.772217, -0.562500, -0.317383, 1.274809, 1.656489, 0.328244
[Ard], 17253455, 0, 1648834908, 94, 0.767822, -0.568115, -0.323975, 1.160305, 1.793893, 0.374046
[Ard], 17295138, 0, 1648874428, 95, 0.767822, -0.572510, -0.315186, 1.244275, 1.633588, 0.396947
[Ard], 17343467, 0, 1648913948, 95, 0.771240, -0.577148, -0.317871, 1.259542, 1.694656, 0.251908
[Ard], 17351113, 0, 1648953468, 94, 0.765625, -0.570312, -0.324463, 1.167939, 1.763359, 0.519084
[Ard], 17409254, 0, 1648992988, 95, 0.762207, -0.567871, -0.314209, 1.160305, 1.702290, 0.564885
[Ard], 17436630, 0, 1649032508, 94, 0.768799, -0.560303, -0.317871, 1.221374, 1.664122, 0.442748
[Ard], 17477546, 0, 1649072028, 95, 0.763184, -0.569336, -0.318848, 1.236641, 1.740458, 0.442748
[Ard], 17523482, 0, 1649111548, 94, 0.764893, -0.568115, -0.314209, 1.328244, 1.664122, 0.427481
[Ard], 17588274, 0, 1649151068, 94, 0.771729, -0.572510, -0.328613, 1.412214, 1.877863, 0.404580
[Ard], 17604191, 0, 1649190588, 95, 0.766846, -0.568848, -0.317627, 1.137405, 1.549618, 0.480916
[Ard], 17647502, 0, 1649230108, 94, 0.763184, -0.568848, -0.316650, 1.190840, 1.702290, 0.572519
[Ard], 17690660, 0, 1649269628, 95, 0.760498, -0.565430, -0.316406, 1.374046, 1.740458, 0.351145
[Ard], 17738212, 0, 1649309148, 94, 0.769775, -0.572266, -0.317627, 1.229008, 1.770992, 0.442748
[Ard], 17837366, 0, 1649348668, 94, 0.766113, -0.566406, -0.322510, 1.465649, 1.717557, 0.450382
[Ard], 17839864, 0, 1649388188, 95, 0.762451, -0.569336, -0.319092, 1.435115, 1.847328, 0.473282
[Ard], 17853854, 0, 1649427708, 94, 0.769043, -0.570068, -0.319336, 1.404580, 1.763359, 0.389313
[Ard], 17887568, 0, 1649467228, 95, 0.761963, -0.563965, -0.319092, 1.343511, 1.732824, 0.389313
[Ard], 17939141, 0, 1649506748, 94, 0.771973, -0.573242, -0.313965, 1.190840, 1.870229, 0.404580
[Ard], 17947990, 0, 1649546268, 94, 0.769775, -0.565186, -0.320801, 1.106870, 1.648855, 0.412214
[Ard], 17994668, 0, 1649585788, 95, 0.764893, -0.570801, -0.306641, 1.206107, 1.946565, 0.213740
[Ard], 18030410, 0, 1649625308, 94, 0.768555, -0.567627, -0.315186, 1.061069, 1.824427, 0.427481
[Ard], 18076655, 0, 1649664828, 95, 0.762451, -0.567139, -0.319824, 1.404580, 1.870229, 0.450382
[Ard], 18128462, 0, 1649704348, 94, 0.764160, -0.568604, -0.326660, 1.274809, 1.839695, 0.389313
[Ard], 18167508, 0, 1649743868, 94, 0.763184, -0.565186, -0.322266, 1.129771, 1.709924, 0.374046
[Ard], 18202245, 0, 1649783388, 95, 0.761719, -0.571045, -0.319580, 1.106870, 1.572519, 0.282443
[Ard], 18251253, 0, 1649822908, 94, 0.762695, -0.565674, -0.314697, 1.396947, 1.755725, 0.427481
[Ard], 18299610, 0, 1649862428, 95, 0.765381, -0.566895, -0.317383, 1.145038, 1.694656, 0.389313
[Ard], 18302516, 0, 1649901948, 94, 0.766357, -0.568115, -0.322510, 0.916031, 1.648855, 0.427481
[Ard], 18341049, 0, 1649941468, 95, 0.764648, -0.563232, -0.320557, 1.251908, 1.740458, 0.442748
[Ard], 18397743, 0, 1649980988, 95, 0.768799, -0.562012, -0.317627, 1.267176, 1.687023, 0.526718
[Ard], 18429558, 0, 1650020508, 94, 0.768555, -0.572754, -0.326172, 1.244275, 1.847328, 0.496183
