[A] 2.926896582s (22.999µs) -> 1
[A] 3.090897628s (365.370963ms) -> 1
[A] 3.207886094s (23µs) -> 0
[A] 3.394957442s (425.920133ms) -> 0
[C] 3.973415968s (23.999µs) -> 1
[B] 4.09120241s (22.999µs) -> 1
[A] 4.246363723s (273.941725ms) -> 1
[C] 4.276793803s (48.998µs) -> 0
[A] 4.368010048s (46.999µs) -> 1
[B] 4.50995376s (47.999µs) -> 0
[A] 4.601178004s (48.998µs) -> 0
[C] 4.682291554s (385.272362ms) -> 1
[A] 4.743054718s (314.393502ms) -> 0
[D] 4.864707043s (263.729033ms) -> 1
[C] 4.91545751s (48.998µs) -> 0
[D] 5.128220083s (48.998µs) -> 0
