[A] 1.891944409s (87.997µs) -> 1
[A] 1.897857232s (22.999µs) -> 0
[D] 2.925567492s (182.829531ms) -> 1
[C] 3.624135597s (131.660062ms) -> 1
[D] 4.041025127s (22.999µs) -> 0
[B] 4.606178223s (23.999µs) -> 1
[C] 5.062853563s (172.687835ms) -> 0
[A] 5.771585364s (121.637362ms) -> 1
[B] 6.055466873s (50.999µs) -> 0
[A] 6.571882426s (243.166726ms) -> 0
[A] 6.814901157s (182.427543ms) -> 1
[A] 7.01807308s (52.998µs) -> 0
[A] 8.769874682s (141.966754ms) -> 1
[A] 9.296419932s (172.319845ms) -> 0
[A] 10.632745961s (172.221848ms) -> 1
[A] 10.825096208s (52.999µs) -> 0
[B] 11.220495381s (41.999µs) -> 1
[B] 11.24894453s (22.999µs) -> 0
[C] 11.959870265s (192.805232ms) -> 1
[C] 12.081374631s (91.28027ms) -> 0
[D] 12.314208667s (47.999µs) -> 1
[D] 12.324582357s (24µs) -> 0
[D] 12.571228979s (21.999µs) -> 1
[D] 12.729539244s (152.272445ms) -> 0
[B] 13.073981941s (162.269146ms) -> 1
[B] 13.075575894s (1.593953ms) -> 0
