[A] 2.137657645s (405.541791ms) -> 1
[A] 2.462019879s (45.998µs) -> 0
[C] 2.732693731s (22µs) -> 1
[C] 3.110651352s (324.51023ms) -> 0
[D] 3.212135297s (253.720362ms) -> 1
[C] 3.354032025s (46.999µs) -> 1
[B] 3.45548997s (53.998µs) -> 1
[D] 3.516236142s (273.846756ms) -> 0
[A] 3.564365693s (22µs) -> 1
[B] 3.566990614s (243.530669ms) -> 1
[B] 3.5940138s (23.999µs) -> 0
[A] 3.597511695s (243.664665ms) -> 1
[C] 3.66843556s (253.763361ms) -> 0
[B] 3.759812809s (45.999µs) -> 0
[A] 3.88134615s (314.598529ms) -> 0
[A] 3.972550404s (304.301839ms) -> 0
[A] 3.993973759s (21.999µs) -> 1
[B] 4.205655386s (233.272977ms) -> 1
[B] 4.225395792s (21.999µs) -> 0
[A] 4.267085537s (254.11635ms) -> 0
[C] 4.327901706s (47.999µs) -> 1
[C] 4.352059979s (22µs) -> 0
[D] 4.784208969s (293.945151ms) -> 1
[D] 5.179590066s (375.259703ms) -> 0
[A] 5.220188843s (385.425396ms) -> 1
[A] 5.242119183s (21.999µs) -> 0
[A] 5.574922164s (233.339975ms) -> 1
[A] 5.593090617s (22.999µs) -> 0
[C] 7.227981398s (22µs) -> 1
[C] 7.253368633s (20.999µs) -> 0
[D] 7.376809917s (21.999µs) -> 1
[D] 7.632893208s (355.4343ms) -> 1
[D] 7.64709378s (20.999µs) -> 0
[C] 7.673523984s (304.997818ms) -> 1
[D] 7.724187459s (315.006516ms) -> 0
[B] 7.813035784s (21.999µs) -> 1
[C] 7.957359439s (233.347975ms) -> 0
[A] 8.018240607s (223.282278ms) -> 1
[A] 8.024593415s (21.999µs) -> 0
[B] 8.058842384s (233.276977ms) -> 0
