[B] 2.93922632s (273.809738ms) -> 1
[A] 3.13182451s (50.999µs) -> 1
[A] 3.243370144s (304.367817ms) -> 1
[B] 3.273750228s (294.106127ms) -> 0
[A] 3.466404415s (273.938735ms) -> 0
[A] 3.517148884s (243.582651ms) -> 0
[A] 3.960400511s (1.288961ms) -> 1
[A] 4.246921866s (375.289677ms) -> 1
[A] 4.265872294s (22.999µs) -> 0
[A] 4.348432803s (51.998µs) -> 0
[D] 4.689531512s (21.999µs) -> 1
[D] 4.718609635s (22.999µs) -> 0
[C] 4.784235655s (48.999µs) -> 1
[C] 4.806863972s (23.999µs) -> 0
[A] 4.923535452s (21.999µs) -> 1
[A] 5.270987969s (324.672204ms) -> 0
