[A] 13.624959795s (21.999µs) -> 1
[A] 13.65336994s (52.999µs) -> 1
[A] 14.028336651s (192.695199ms) -> 0
[A] 14.109494207s (42.998µs) -> 0
[C] 14.160160682s (223.091283ms) -> 1
[C] 14.207095269s (21.999µs) -> 0
[D] 14.372999274s (375.234703ms) -> 1
[D] 14.727804592s (324.486231ms) -> 0
[A] 14.961007571s (41.999µs) -> 1
[A] 15.011635047s (39.999µs) -> 0
[B] 15.06235252s (49.999µs) -> 1
[B] 15.133404381s (324.659226ms) -> 1
[B] 15.137769249s (21.999µs) -> 0
[C] 15.265140415s (202.97089ms) -> 1
[C] 15.300001365s (23.999µs) -> 0
[B] 15.325999582s (243.524668ms) -> 0
[D] 15.407084141s (273.916753ms) -> 1
[D] 15.518613783s (42.998µs) -> 1
[D] 15.548339888s (20.999µs) -> 0
[C] 15.600190327s (274.265742ms) -> 1
[B] 15.650866802s (264.245045ms) -> 1
[D] 15.711675971s (254.09235ms) -> 0
[B] 15.752268749s (52.999µs) -> 1
[A] 15.772573138s (49.999µs) -> 1
[A] 15.813145916s (47.999µs) -> 1
[C] 15.874054082s (223.379275ms) -> 0
[B] 15.914616861s (49.998µs) -> 0
[B] 16.016019808s (50.998µs) -> 0
[B] 16.239005095s (273.851755ms) -> 1
[B] 16.340350044s (44.999µs) -> 1
[B] 16.345543887s (22.999µs) -> 0
[A] 16.391109515s (294.185143ms) -> 0
[A] 16.462088378s (304.384836ms) -> 0
[D] 16.517379714s (21µs) -> 1
[B] 16.55338163s (294.29114ms) -> 0
[D] 16.685143663s (344.973614ms) -> 1
[D] 16.84732778s (49.998µs) -> 0
[C] 16.867654168s (314.504531ms) -> 1
[B] 16.951359648s (21.999µs) -> 1
[D] 17.019697591s (304.307839ms) -> 0
[A] 17.12103954s (324.553229ms) -> 1
[A] 17.141330929s (294.191143ms) -> 1
[C] 17.232560182s (314.426534ms) -> 0
[B] 17.293583345s (304.492833ms) -> 0
[A] 17.496712229s (21.999µs) -> 0
[A] 17.506450936s (334.875918ms) -> 0
[C] 17.652691533s (23.999µs) -> 1
[C] 17.719342527s (48.999µs) -> 1
[C] 17.748334654s (22µs) -> 0
[C] 17.780217694s (111.737636ms) -> 0
