[A] 864.582973ms (21.999µs) -> 1
[A] 1.227320054s (22µs) -> 0
[B] 1.281730416s (131.773033ms) -> 1
[C] 1.39551699s (21.999µs) -> 1
[B] 1.575268579s (49.998µs) -> 0
[D] 1.61577036s (162.148119ms) -> 1
[C] 1.727118008s (152.031423ms) -> 0
[D] 1.929537914s (38.998µs) -> 0
[B] 2.050959259s (46.998µs) -> 1
[B] 2.082628306s (22µs) -> 0
[A] 2.67844237s (141.922728ms) -> 1
[A] 2.830214801s (43.999µs) -> 0
[B] 2.850472191s (121.500343ms) -> 1
[C] 2.880839277s (101.387948ms) -> 1
[B] 3.012431315s (131.753033ms) -> 0
[D] 3.113612269s (141.762732ms) -> 1
[D] 3.4780133s (172.247815ms) -> 0
[B] 3.579223253s (202.659899ms) -> 1
[C] 3.609598338s (131.757033ms) -> 0
[A] 3.709933318s (21.999µs) -> 1
[B] 3.751558065s (50.999µs) -> 0
[A] 3.984313058s (111.474644ms) -> 0
[A] 4.161144735s (21.999µs) -> 1
[B] 4.338604393s (111.370648ms) -> 1
[A] 4.449913042s (111.487644ms) -> 0
[C] 4.510660213s (91.253253ms) -> 1
[B] 4.621971862s (47.998µs) -> 0
[D] 4.71306812s (131.747034ms) -> 1
[D] 5.715159953s (182.152516ms) -> 0
[C] 5.775892125s (182.289512ms) -> 0
[B] 5.8265386s (111.446645ms) -> 1
[A] 5.946838979s (22.999µs) -> 1
[B] 6.009113104s (132.014026ms) -> 0
[B] 6.556164636s (91.229254ms) -> 1
[C] 6.635898236s (21µs) -> 1
[A] 6.657785577s (101.783936ms) -> 0
[B] 6.799479311s (91.150256ms) -> 0
[D] 6.825721521s (23.999µs) -> 1
[C] 40.001796ms (131.972027ms) -> 0
[D] 313.633558ms (273.70776ms) -> 0
