[A] 3.686966142s (111.544646ms) -> 1
[A] 4.304469575s (47.998µs) -> 0
[B] 4.365232748s (48.998µs) -> 1
[B] 4.390973974s (22.999µs) -> 0
[C] 4.416632203s (20.999µs) -> 1
[C] 4.547564266s (34.999µs) -> 0
[D] 4.62857083s (47.998µs) -> 1
[C] 4.861307833s (121.577345ms) -> 1
[D] 5.023249963s (48.998µs) -> 0
[C] 5.134562617s (172.106826ms) -> 0
[A] 5.215580181s (49.999µs) -> 1
[A] 5.519411045s (71.049864ms) -> 0
[B] 5.559905828s (71.171861ms) -> 1
[B] 5.589280944s (21.999µs) -> 0
[C] 5.641248382s (122.172327ms) -> 1
[D] 5.752557035s (192.813203ms) -> 1
[C] 5.813310208s (47.998µs) -> 0
[C] 6.076442297s (121.607344ms) -> 1
[D] 6.116996077s (81.094561ms) -> 0
[B] 6.197928644s (43.999µs) -> 1
[C] 6.226022799s (20.999µs) -> 0
[A] 6.270521461s (21.999µs) -> 1
[B] 6.345258214s (21.999µs) -> 0
[A] 6.81765801s (20.999µs) -> 0
[B] 6.866003556s (49.998µs) -> 1
[C] 6.912735151s (21.999µs) -> 1
[B] 7.03816038s (52.998µs) -> 0
[C] 7.109103247s (192.55421ms) -> 0
[D] 7.190064813s (152.070428ms) -> 1
[C] 7.472538319s (20.999µs) -> 1
[D] 7.514162068s (121.830337ms) -> 0
[C] 7.615374025s (131.758039ms) -> 0
[A] 7.797607545s (49.998µs) -> 1
[A] 8.147373029s (22.999µs) -> 0
[B] 8.182228981s (101.315954ms) -> 1
[C] 8.242964155s (35.999µs) -> 1
[B] 8.374582197s (162.134125ms) -> 0
[C] 8.404706292s (22µs) -> 0
[D] 8.43536537s (60.934168ms) -> 1
[D] 8.587149806s (101.327953ms) -> 0
[D] 8.860566585s (49.998µs) -> 1
[C] 8.912105035s (21.999µs) -> 1
[D] 8.96183354s (81.172559ms) -> 0
[B] 9.047762957s (21µs) -> 1
[C] 9.076003107s (21.999µs) -> 0
[A] 9.275632105s (162.055127ms) -> 1
[B] 9.397170451s (87.998µs) -> 0
[B] 9.61471191s (21.999µs) -> 1
[A] 9.710908017s (162.095126ms) -> 0
[B] 9.781834885s (43.999µs) -> 0
[C] 9.802074276s (91.335253ms) -> 1
[C] 9.868029293s (21.999µs) -> 0
[D] 9.93367132s (49.999µs) -> 1
[D] 10.085538753s (48.998µs) -> 0
[D] 10.257622579s (151.874433ms) -> 1
[D] 10.39928232s (121.561345ms) -> 0
[B] 10.531059358s (202.742904ms) -> 1
[A] 10.652497706s (253.275384ms) -> 1
[B] 10.753702663s (202.553909ms) -> 0
[B] 11.037336135s (78.997µs) -> 1
[C] 11.138653089s (20.999µs) -> 1
[A] 11.158719486s (50.999µs) -> 0
[B] 11.23971705s (141.900733ms) -> 0
[C] 11.310582919s (152.044428ms) -> 0
[D] 11.381508787s (141.954732ms) -> 1
[C] 11.70533505s (41.998µs) -> 1
[D] 11.826783399s (141.879734ms) -> 0
[B] 11.877443875s (87.997µs) -> 1
[C] 11.907822962s (41.999µs) -> 0
[A] 11.978654832s (152.036428ms) -> 1
[A] 12.000192185s (22µs) -> 0
[B] 12.191208441s (59.998µs) -> 0
